Team,Season,Key,SponsorName,Industry,Retained,Tenure,LeftCensored,TeamSponsorCount,MeanRaceFinishPos,MeanQualifyingPos,QualRaceCorrelation,PositionChange_Std,PointsPerRace,LogTenure,PredStability,SeasonCentered
Aston Martin/Racing Point/Force India,2024,junipernetworks,Juniper Networks,Technology,0,3,0,29,11.77,11.21,0.5348,2.78,3.92,1.0986122886681098,-2.78,3
Aston Martin/Racing Point/Force India,2024,jcb,JCB,Industrial & Aerospace,1,6,0,29,11.77,11.21,0.5348,2.78,3.92,1.791759469228055,-2.78,3
Aston Martin/Racing Point/Force India,2024,netapp,NetApp,Technology,1,4,0,29,11.77,11.21,0.5348,2.78,3.92,1.3862943611198906,-2.78,3
Aston Martin/Racing Point/Force India,2024,avatrade,Avatrade,Financial Services,0,2,0,29,11.77,11.21,0.5348,2.78,3.92,0.6931471805599453,-2.78,3
Aston Martin/Racing Point/Force India,2024,boss,Boss,Luxury & Fashion,1,2,0,29,11.77,11.21,0.5348,2.78,3.92,0.6931471805599453,-2.78,3
Aston Martin/Racing Point/Force India,2024,girardperregaux,Girard Perregaux,Luxury Watches,1,4,0,29,11.77,11.21,0.5348,2.78,3.92,1.3862943611198906,-2.78,3
Aston Martin/Racing Point/Force India,2024,epos,EPOS,Technology,0,4,0,29,11.77,11.21,0.5348,2.78,3.92,1.3862943611198906,-2.78,3
Aston Martin/Racing Point/Force India,2024,bombardier,Bombardier,Industrial & Aerospace,1,6,0,29,11.77,11.21,0.5348,2.78,3.92,1.791759469228055,-2.78,3
Aston Martin/Racing Point/Force India,2024,globetrotter,Globe Trotter,Luxury & Fashion,0,2,0,29,11.77,11.21,0.5348,2.78,3.92,0.6931471805599453,-2.78,3
Aston Martin/Racing Point/Force India,2024,pirelli,Pirelli,Automotive,1,7,1,29,11.77,11.21,0.5348,2.78,3.92,1.9459101490553132,-2.78,3
Aston Martin/Racing Point/Force India,2024,tiktok,Tik Tok,Media & Entertainment,1,3,0,29,11.77,11.21,0.5348,2.78,3.92,1.0986122886681098,-2.78,3
Aston Martin/Racing Point/Force India,2024,ogio,Ogio,Luxury & Fashion,1,3,0,29,11.77,11.21,0.5348,2.78,3.92,1.0986122886681098,-2.78,3
Aston Martin/Racing Point/Force India,2024,oakley,Oakley,Luxury & Fashion,1,4,0,29,11.77,11.21,0.5348,2.78,3.92,1.3862943611198906,-2.78,3
Aston Martin/Racing Point/Force India,2024,alpinestars,Alpinestars,Apparel & Sportswear,0,5,0,29,11.77,11.21,0.5348,2.78,3.92,1.6094379124341003,-2.78,3
Aston Martin/Racing Point/Force India,2024,stilo,Stilo,Automotive,1,2,0,29,11.77,11.21,0.5348,2.78,3.92,0.6931471805599453,-2.78,3
Aston Martin/Racing Point/Force India,2024,velocityblack,Velocity Black,Technology,1,2,0,29,11.77,11.21,0.5348,2.78,3.92,0.6931471805599453,-2.78,3
Aston Martin/Racing Point/Force India,2024,valvoline,Valvoline,Energy,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,nexgen,NexGEN,Technology,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,bancomaster,Banco Master,Financial Services,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,servicenow,ServiceNow,Technology,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,regentseacruises,Regent Sea Cruises,"Travel, Hospitality & Logistics",1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,wolfgangpuck,WolfGang Puck,"Travel, Hospitality & Logistics",1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,financialtimes,Financial Times,Media & Entertainment,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,omp,OMP,Automotive,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Aston Martin/Racing Point/Force India,2024,stichd,Stichd,Apparel & Sportswear,1,1,0,29,11.77,11.21,0.5348,2.78,3.92,0.0,-2.78,3
Ferrari,2018,shell,Shell,Energy,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,rayban,Ray Ban,Luxury & Fashion,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,alfaromeo,Alfa Romeo,Automotive,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,kaspersky,Kaspersky Lab,Cybersecurity,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,ups,UPS,"Travel, Hospitality & Logistics",1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,lenovo,Lenovo,Technology,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,weichai,Weichai,Industrial & Aerospace,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,hublot,Hublot,Luxury Watches,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,mahle,Mahle,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,omr,OMR,Media & Entertainment,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,amd,AMD,Technology,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,singha,Singha,Food & Beverage,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,pirelli,Pirelli,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,pumaswisse,Puma Swisse,Food & Beverage,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,experis,Experis,Business Services,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,skf,SKF,Industrial & Aerospace,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,marelli,Magneti Marelli,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,ngk,NGK,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,brembo,Brembo,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,riedel,Riedel,Technology,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,iveco,Iveco,Automotive,1,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,bell,Bell,Automotive,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,oz,Oz,Automotive,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,honeywell,Honeywell,Industrial & Aerospace,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2018,veuveclicquot,Veuve Clicquot,Food & Beverage,0,1,1,25,4.93,3.24,-0.0791,3.39,27.19,0.0,-3.39,-3
Ferrari,2019,philipmorrisinternational,Phillip Morris International,Other,1,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,shell,Shell,Energy,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,rayban,Ray-Ban,Luxury & Fashion,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,kaspersky,Kaspersky,Cybersecurity,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,ups,UPS,"Travel, Hospitality & Logistics",1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,lenovo,Lenovo,Technology,0,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,weichai,Weichei,Industrial & Aerospace,0,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,hublot,Hublot,Luxury Watches,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,mahle,MAHLE,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,omr,OMR,Media & Entertainment,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,amd,AMD,Technology,0,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,pirelli,Pirelli,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,puma,Puma,Apparel & Sportswear,1,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,eightcap,Eightcap,Financial Services,1,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,laszmoe,Laszmoe,Other,0,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,infor,Infor,Technology,1,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,experis,Experis,Business Services,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,skf,SKF,Industrial & Aerospace,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,marelli,Magneti-Marelli,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,ngk,NGK,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,brembo,Brembo,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,riedel,Riedel,Technology,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2019,vistajet,VistaJet,"Travel, Hospitality & Logistics",1,1,0,24,6.0,4.19,0.2677,4.47,24.0,0.0,-4.47,-2
Ferrari,2019,iveco,Iveco,Automotive,1,2,1,24,6.0,4.19,0.2677,4.47,24.0,0.6931471805599453,-4.47,-2
Ferrari,2020,philipmorrisinternational,Philip Morris International,Other,0,2,0,27,10.71,10.26,0.3339,4.37,7.71,0.6931471805599453,-4.37,-1
Ferrari,2020,shell,Shell,Energy,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,rayban,Ray Ban,Luxury & Fashion,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,kaspersky,Kapersky,Cybersecurity,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,ups,UPS,"Travel, Hospitality & Logistics",1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,hublot,Hublot,Luxury Watches,0,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,mahle,Mahle,Automotive,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,omr,OMR,Media & Entertainment,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,puma,Puma,Apparel & Sportswear,1,2,0,27,10.71,10.26,0.3339,4.37,7.71,0.6931471805599453,-4.37,-1
Ferrari,2020,eightcap,Eightcap,Financial Services,0,2,0,27,10.71,10.26,0.3339,4.37,7.71,0.6931471805599453,-4.37,-1
Ferrari,2020,infor,Infor,Technology,0,2,0,27,10.71,10.26,0.3339,4.37,7.71,0.6931471805599453,-4.37,-1
Ferrari,2020,skf,SKF,Industrial & Aerospace,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,marelli,Marelli,Automotive,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,ngk,NGK,Automotive,0,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,vistajet,VistaJet,"Travel, Hospitality & Logistics",1,2,0,27,10.71,10.26,0.3339,4.37,7.71,0.6931471805599453,-4.37,-1
Ferrari,2020,brembo,Brembo,Automotive,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,experis,Experis,Business Services,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,riedel,Riedel,Technology,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,iveco,Iveco,Automotive,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2020,ozracing,OZ racing,Automotive,0,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,sabelt,Sabelt,Automotive,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,bell,Bell,Automotive,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,palantir,Palantir,Technology,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,alfaromeo,Alfa Romeo,Automotive,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,garrett,Garrett,Automotive,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,technogym,Technogym,Apparel & Sportswear,1,1,0,27,10.71,10.26,0.3339,4.37,7.71,0.0,-4.37,-1
Ferrari,2020,pirelli,Pirelli,Automotive,1,3,1,27,10.71,10.26,0.3339,4.37,7.71,1.0986122886681098,-4.37,-1
Ferrari,2021,missionwinnow,Mission Winnow,Other,0,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,rayban,Ray-Ban,Luxury & Fashion,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,richardmille,Richard Mille,Luxury Watches,1,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,kaspersky,Kaspersky,Cybersecurity,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,ups,UPS,"Travel, Hospitality & Logistics",0,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,weichai,Weichai,Industrial & Aerospace,0,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,estrellagalicia,Estrella Galicia,Food & Beverage,1,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,omr,OMR,Media & Entertainment,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,mahle,MAHLE,Automotive,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,pirelli,Pirelli,Automotive,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,puma,Puma,Apparel & Sportswear,1,3,0,28,7.11,7.39,0.0706,3.33,14.66,1.0986122886681098,-3.33,0
Ferrari,2021,radiobook,Radiobook,Media & Entertainment,1,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,skf,SKF,Industrial & Aerospace,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,vistajet,Vistajet,"Travel, Hospitality & Logistics",1,3,0,28,7.11,7.39,0.0706,3.33,14.66,1.0986122886681098,-3.33,0
Ferrari,2021,marelli,Marelli,Automotive,0,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,ngksparkplugs,NGK Spark Plugs,Automotive,1,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,brembo,Brembo,Automotive,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,experis,Experis,Business Services,0,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,riedel,Riedel,Technology,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,iveco,Iveco,Automotive,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,palantir,Palantir,Technology,1,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2021,bell,Bell,Automotive,1,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2021,technogym,Technogym,Apparel & Sportswear,1,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2021,alfaromeo,Alfa Romeo,Automotive,0,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2021,garrett,Garrett,Automotive,1,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2021,shell,Shell,Energy,1,4,1,28,7.11,7.39,0.0706,3.33,14.66,1.3862943611198906,-3.33,0
Ferrari,2021,giorgioarmani,Giorgio Armani,Luxury & Fashion,1,1,0,28,7.11,7.39,0.0706,3.33,14.66,0.0,-3.33,0
Ferrari,2021,sabelt,Sabelt,Automotive,1,2,0,28,7.11,7.39,0.0706,3.33,14.66,0.6931471805599453,-3.33,0
Ferrari,2022,shell,Shell,Energy,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,santander,Santander,Financial Services,1,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,velas,Velas,Crypto & Web3,0,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,snapdragon,Snapdragon,Technology,0,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,rayban,Ray-Ban,Luxury & Fashion,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,amazonwebservices,Amazon Web Services,Technology,0,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,richardmille,Richard Mille,Luxury Watches,1,2,0,29,6.68,3.41,0.03,5.22,23.59,0.6931471805599453,-5.22,1
Ferrari,2022,cevalogistics,Ceva Logistics,"Travel, Hospitality & Logistics",1,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,estrellagalicia,Estrella Galicia,Food & Beverage,1,2,0,29,6.68,3.41,0.03,5.22,23.59,0.6931471805599453,-5.22,1
Ferrari,2022,palantir,Palantir,Technology,1,3,0,29,6.68,3.41,0.03,5.22,23.59,1.0986122886681098,-5.22,1
Ferrari,2022,omr,OMR,Media & Entertainment,0,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,puma,Puma,Apparel & Sportswear,1,4,0,29,6.68,3.41,0.03,5.22,23.59,1.3862943611198906,-5.22,1
Ferrari,2022,kaspersky,Kaspersky,Cybersecurity,0,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,radiobook,RadioBook,Media & Entertainment,0,2,0,29,6.68,3.41,0.03,5.22,23.59,0.6931471805599453,-5.22,1
Ferrari,2022,vistajet,VistaJet,"Travel, Hospitality & Logistics",1,4,0,29,6.68,3.41,0.03,5.22,23.59,1.3862943611198906,-5.22,1
Ferrari,2022,giorgioarmani,Giorgio Armani,Luxury & Fashion,1,2,0,29,6.68,3.41,0.03,5.22,23.59,0.6931471805599453,-5.22,1
Ferrari,2022,mahle,Mahle,Automotive,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,pirelli,Pirelli,Automotive,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,skf,SKF,Industrial & Aerospace,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,ngksparkplugs,NGK Spark Plugs,Automotive,1,2,0,29,6.68,3.41,0.03,5.22,23.59,0.6931471805599453,-5.22,1
Ferrari,2022,brembo,Brembo,Automotive,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,manpowergroup,Manpower Group,Business Services,1,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2022,technogym,Techno Gym,Apparel & Sportswear,1,3,0,29,6.68,3.41,0.03,5.22,23.59,1.0986122886681098,-5.22,1
Ferrari,2022,iveco,Iveco,Automotive,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,bell,Bell Helmets,Automotive,0,3,0,29,6.68,3.41,0.03,5.22,23.59,1.0986122886681098,-5.22,1
Ferrari,2022,riedel,Riedel,Technology,1,5,1,29,6.68,3.41,0.03,5.22,23.59,1.6094379124341003,-5.22,1
Ferrari,2022,garrett,Garrett,Automotive,1,3,0,29,6.68,3.41,0.03,5.22,23.59,1.0986122886681098,-5.22,1
Ferrari,2022,sabelt,Sabelt,Automotive,1,3,0,29,6.68,3.41,0.03,5.22,23.59,1.0986122886681098,-5.22,1
Ferrari,2022,qualcommtechnologies,Qualcomm Technologies,Technology,0,1,0,29,6.68,3.41,0.03,5.22,23.59,0.0,-5.22,1
Ferrari,2023,shell,Shell,Energy,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,santander,Santander,Financial Services,1,2,0,35,7.86,4.91,0.3839,3.8,16.5,0.6931471805599453,-3.8,2
Ferrari,2023,rayban,Ray-Ban,Luxury & Fashion,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,aws,AWS,Technology,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,richardmille,Richard Mille,Luxury Watches,1,3,0,35,7.86,4.91,0.3839,3.8,16.5,1.0986122886681098,-3.8,2
Ferrari,2023,cevalogistics,Ceva Logistics,"Travel, Hospitality & Logistics",1,2,0,35,7.86,4.91,0.3839,3.8,16.5,0.6931471805599453,-3.8,2
Ferrari,2023,estrellagalicia,Estrella Galicia,Food & Beverage,0,3,0,35,7.86,4.91,0.3839,3.8,16.5,1.0986122886681098,-3.8,2
Ferrari,2023,omrautomotive,OMR Automotive,Automotive,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,mahle,MAHLE,Automotive,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,pirelli,Pirelli,Automotive,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,puma,Puma,Apparel & Sportswear,1,5,0,35,7.86,4.91,0.3839,3.8,16.5,1.6094379124341003,-3.8,2
Ferrari,2023,skf,SKF,Industrial & Aerospace,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,vistajet,VistaJet,"Travel, Hospitality & Logistics",1,5,0,35,7.86,4.91,0.3839,3.8,16.5,1.6094379124341003,-3.8,2
Ferrari,2023,ngksparkplugs,NGK Spark Plugs,Automotive,1,3,0,35,7.86,4.91,0.3839,3.8,16.5,1.0986122886681098,-3.8,2
Ferrari,2023,brembo,Brembo,Automotive,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,riedel,Riedel,Technology,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,iveco,Iveco,Automotive,1,6,1,35,7.86,4.91,0.3839,3.8,16.5,1.791759469228055,-3.8,2
Ferrari,2023,palantir,Palantir,Technology,0,4,0,35,7.86,4.91,0.3839,3.8,16.5,1.3862943611198906,-3.8,2
Ferrari,2023,manpowergroup,ManPower Group,Business Services,1,2,0,35,7.86,4.91,0.3839,3.8,16.5,0.6931471805599453,-3.8,2
Ferrari,2023,technogym,Technogym,Apparel & Sportswear,1,4,0,35,7.86,4.91,0.3839,3.8,16.5,1.3862943611198906,-3.8,2
Ferrari,2023,garrett,Garrett,Automotive,1,4,0,35,7.86,4.91,0.3839,3.8,16.5,1.3862943611198906,-3.8,2
Ferrari,2023,giorgioarmani,Giorgio Armani,Luxury & Fashion,1,3,0,35,7.86,4.91,0.3839,3.8,16.5,1.0986122886681098,-3.8,2
Ferrari,2023,sabelt,Sabelt,Automotive,1,4,0,35,7.86,4.91,0.3839,3.8,16.5,1.3862943611198906,-3.8,2
Ferrari,2023,vgwplay,VGW Play,Other,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,missionwinnow,Mission Winnow,Other,0,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,genesys,Genesys,Technology,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,bitdefender,Bitdefender,Cybersecurity,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,hclsoftware,HCL Software,Technology,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,harmanautomotive,Harman Automotive,Automotive,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,zcg,ZCG,Financial Services,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,bangolufsen,Bang Olufsen,Technology,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,ecopol,Ecopol,Industrial & Aerospace,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,riva,Riva,Luxury & Fashion,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,frecciarossa,Freccia Rossa,"Travel, Hospitality & Logistics",0,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
Ferrari,2023,ohlins,Ohlins,Automotive,1,1,0,35,7.86,4.91,0.3839,3.8,16.5,0.0,-3.8,2
